-0.114336 0.717968 
-0.107530 0.726446 
-0.100644 0.734819 
-0.093679 0.743087 
-0.086637 0.751249 
-0.079519 0.759304 
-0.072325 0.767251 
-0.065057 0.775091 
-0.057715 0.782821 
-0.050301 0.790442 
-0.042816 0.797953 
-0.035261 0.805353 
-0.027636 0.812642 
-0.019943 0.819820 
-0.012183 0.826885 
-0.004357 0.833837 
0.003534 0.840676 
0.011489 0.847400 
0.019507 0.854011 
0.027587 0.860506 
0.035727 0.866887 
0.043927 0.873151 
0.052185 0.879300 
0.060501 0.885332 
0.068873 0.891247 
0.077300 0.897045 
0.085781 0.902725 
0.094315 0.908288 
0.102902 0.913732 
0.111539 0.919058 
0.120225 0.924265 
0.128960 0.929353 
0.137743 0.934322 
0.146571 0.939172 
0.155445 0.943902 
0.164363 0.948512 
0.173324 0.953003 
0.182326 0.957373 
0.191370 0.961624 
0.200452 0.965754 
0.209573 0.969765 
0.218731 0.973655 
0.227926 0.977425 
0.237155 0.981074 
0.246418 0.984604 
0.255714 0.988013 
0.265041 0.991302 
0.274399 0.994471 
0.283786 0.997520 
0.293202 1.000450 
0.302644 1.003259 
0.312112 1.005950 
0.321605 1.008521 
0.331122 1.010973 
0.340661 1.013306 
0.350222 1.015520 
0.359803 1.017616 
0.369403 1.019594 
0.379022 1.021455 
0.388657 1.023197 
0.398308 1.024823 
0.407974 1.026332 
0.417654 1.027725 
0.427346 1.029001 
0.437049 1.030162 
0.446764 1.031208 
0.456487 1.032139 
0.466219 1.032956 
0.475957 1.033659 
0.485702 1.034249 
0.495452 1.034726 
0.505206 1.035091 
0.514963 1.035344 
0.524721 1.035486 
0.534481 1.035518 
0.544240 1.035440 
0.553998 1.035252 
0.563754 1.034955 
0.573506 1.034551 
0.583254 1.034039 
0.592997 1.033420 
0.602733 1.032695 
0.612463 1.031864 
0.622183 1.030929 
0.631895 1.029890 
0.641596 1.028747 
0.651286 1.027502 
0.660964 1.026155 
0.670628 1.024707 
0.680279 1.023158 
0.689914 1.021510 
0.699533 1.019763 
0.709136 1.017918 
0.718720 1.015975 
0.728286 1.013936 
0.737832 1.011802 
0.747358 1.009573 
0.756862 1.007249 
0.766344 1.004833 
0.775802 1.002324 
0.785237 0.999723 
0.794646 0.997032 
0.804030 0.994251 
0.813387 0.991381 
0.822717 0.988422 
0.832018 0.985377 
0.841291 0.982245 
0.850533 0.979027 
0.859744 0.975725 
0.868925 0.972338 
0.878072 0.968869 
0.887187 0.965318 
0.896268 0.961685 
0.905314 0.957972 
0.914325 0.954179 
0.923300 0.950308 
0.932238 0.946358 
0.941138 0.942332 
0.950000 0.938230 
0.958823 0.934052 
0.967606 0.929800 
0.976349 0.925474 
0.985051 0.921076 
0.993711 0.916606 
1.002328 0.912064 
1.010902 0.907453 
1.019433 0.902772 
1.027919 0.898022 
1.036360 0.893205 
1.044755 0.888321 
1.053104 0.883371 
1.061406 0.878356 
1.069661 0.873276 
1.077867 0.868132 
1.086024 0.862926 
1.094133 0.857657 
1.102191 0.852327 
1.110198 0.846937 
1.118155 0.841486 
1.126060 0.835977 
1.133913 0.830409 
1.141712 0.824784 
1.149459 0.819102 
1.157152 0.813363 
1.164791 0.807570 
1.172374 0.801721 
1.179902 0.795819 
1.187375 0.789863 
1.194791 0.783855 
1.202150 0.777794 
1.209452 0.771683 
1.216696 0.765520 
1.223881 0.759308 
1.231008 0.753046 
1.238076 0.746736 
1.245084 0.740377 
1.252031 0.733971 
1.258919 0.727518 
1.265745 0.721018 
1.272509 0.714473 
1.279212 0.707883 
1.285852 0.701248 
1.292430 0.694568 
1.298945 0.687846 
1.305395 0.681080 
1.311782 0.674272 
1.318105 0.667421 
1.324363 0.660530 
1.330556 0.653597 
1.336683 0.646624 
1.342744 0.639611 
1.348739 0.632558 
1.354667 0.625466 
1.360529 0.618335 
1.366323 0.611166 
1.372049 0.603959 
1.377707 0.596715 
1.383297 0.589434 
1.388817 0.582116 
1.394269 0.574762 
1.399651 0.567372 
1.404964 0.559947 
1.410206 0.552486 
1.415378 0.544991 
1.420479 0.537462 
1.425508 0.529898 
1.430467 0.522300 
1.435353 0.514669 
1.440168 0.507005 
1.444910 0.499308 
1.449580 0.491579 
1.454176 0.483817 
1.458699 0.476024 
1.463149 0.468198 
1.467525 0.460341 
1.471826 0.452453 
1.476053 0.444534 
1.480205 0.436585 
1.484282 0.428605 
1.488284 0.420594 
1.492210 0.412554 
1.496060 0.404484 
1.499834 0.396384 
1.503532 0.388255 
1.507153 0.380096 
1.510697 0.371909 
1.514163 0.363692 
1.517552 0.355447 
1.520863 0.347174 
1.524096 0.338872 
1.527250 0.330542 
1.530326 0.322184 
1.533323 0.313798 
1.536241 0.305384 
1.539080 0.296943 
1.541838 0.288474 
1.544517 0.279978 
1.547116 0.271455 
1.549634 0.262905 
1.552071 0.254327 
1.554428 0.245723 
1.556703 0.237092 
1.558897 0.228435 
1.561009 0.219751 
1.563039 0.211041 
1.564987 0.202304 
1.566852 0.193541 
1.568635 0.184752 
1.570335 0.175938 
1.571951 0.167097 
1.573484 0.158230 
1.574934 0.149338 
1.576299 0.140420 
1.577580 0.131476 
1.578777 0.122507 
1.579890 0.113512 
1.580917 0.104493 
1.581859 0.095448 
1.582716 0.086378 
1.583487 0.077282 
1.584173 0.068162 
1.584772 0.059017 
1.585285 0.049848 
1.585711 0.040653 
1.586051 0.031434 
1.586304 0.022190 
1.586469 0.012922 
1.586547 0.003630 
1.586538 -0.005687 
1.586440 -0.015027 
1.586254 -0.024392 
1.585980 -0.033781 
1.585618 -0.043194 
1.585166 -0.052630 
1.584625 -0.062090 
1.583996 -0.071573 
1.583276 -0.081080 
1.582467 -0.090610 
1.581568 -0.100164 
1.580579 -0.109740 
1.579500 -0.119339 
1.578329 -0.128961 
1.577069 -0.138605 
1.575717 -0.148272 
1.574274 -0.157962 
1.572739 -0.167673 
1.571113 -0.177406 
1.569395 -0.187162 
1.567585 -0.196938 
1.565683 -0.206737 
1.563688 -0.216556 
1.561601 -0.226396 
1.559421 -0.236258 
1.557147 -0.246140 
1.554781 -0.256042 
1.552321 -0.265965 
1.549768 -0.275907 
1.547120 -0.285869 
1.544379 -0.295851 
1.541544 -0.305852 
1.538614 -0.315872 
1.535589 -0.325910 
1.532470 -0.335967 
1.529257 -0.346042 
1.525948 -0.356135 
1.522543 -0.366245 
1.519044 -0.376372 
1.515449 -0.386516 
1.511758 -0.396676 
1.507972 -0.406853 
1.504089 -0.417045 
1.500111 -0.427252 
1.496036 -0.437475 
1.491864 -0.447711 
1.487596 -0.457963 
1.483232 -0.468227 
1.478771 -0.478505 
1.474212 -0.488796 
1.469557 -0.499099 
1.464804 -0.509414 
1.459955 -0.519740 
1.455008 -0.530077 
1.449963 -0.540424 
1.444821 -0.550781 
1.439581 -0.561148 
1.434243 -0.571523 
1.428808 -0.581906 
1.423275 -0.592297 
1.417643 -0.602694 
1.411914 -0.613098 
1.406087 -0.623508 
1.400161 -0.633922 
1.394138 -0.644341 
1.388016 -0.654764 
1.381796 -0.665189 
1.375477 -0.675617 
1.369060 -0.686047 
1.362545 -0.696477 
1.355932 -0.706907 
1.349221 -0.717336 
1.342411 -0.727764 
1.335503 -0.738190 
1.328496 -0.748612 
1.321392 -0.759031 
1.314189 -0.769444 
1.306888 -0.779852 
1.299489 -0.790253 
1.291992 -0.800647 
1.284397 -0.811032 
1.276704 -0.821408 
1.268914 -0.831773 
1.261026 -0.842128 
1.253040 -0.852469 
1.244957 -0.862798 
1.236777 -0.873112 
1.228500 -0.883411 
1.220125 -0.893693 
1.211654 -0.903958 
1.203086 -0.914205 
1.194422 -0.924431 
1.185661 -0.934637 
1.176804 -0.944821 
1.167852 -0.954981 
1.158803 -0.965118 
1.149660 -0.975229 
1.140421 -0.985313 
1.131087 -0.995369 
1.121659 -1.005396 
1.112136 -1.015393 
1.102519 -1.025358 
1.092808 -1.035291 
1.083004 -1.045189 
1.073107 -1.055052 
1.063117 -1.064877 
1.053035 -1.074665 
1.042860 -1.084413 
1.032594 -1.094121 
1.022237 -1.103786 
1.011788 -1.113408 
1.001250 -1.122985 
0.990621 -1.132515 
