 1.976231 -0.078939 
 -0.421224 2.164743 
 0.913082 -0.331454 
 -0.082150 2.150743 
 1.820434 -0.168499 
 1.132429 -0.344752 
 -1.344979 1.923087 
 1.264714 0.940254 
 1.153668 -0.347701 
 -1.091136 2.009246 
 -0.051060 2.146528 
 -2.575547 1.138742 
 -3.009930 0.809917 
 2.644664 0.316744 
 -0.051468 2.146587 
 1.054836 1.364487 
 2.573115 0.270601 
 -2.840799 0.926580 
 0.867480 -0.324718 
 0.616234 -0.244228 
 2.515498 0.226511 
 0.123225 0.173563 
 1.319254 0.960119 
 -0.021287 1.835506 
 1.158585 0.978483 
 -0.090292 2.155753 
 1.379778 1.199056 
 1.120328 -0.345226 
 0.588972 1.895339 
 -0.007915 2.143517 
 1.035318 1.446727 
 1.134998 -0.344598 
 1.419013 -0.285368 
 -0.891251 2.089719 
 1.265859 0.936748 
 1.106435 1.145731 
 -0.049937 2.150461 
 -1.505039 1.806507 
 1.368928 -0.315219 
 -0.768940 2.117551 
 1.222768 0.936640 
 1.383386 1.188986 
 -0.139995 0.929247 
 -1.104434 2.021894 
 1.150006 1.571131 
 1.055549 -0.327501 
 1.231332 0.935204 
 -0.186830 2.164757 
 -3.082601 0.728083 
 1.366547 -0.315700 
 -0.131769 2.160263 
 0.856177 -0.321493 
 -0.554213 2.067475 
 -0.012047 1.747630 
 1.238323 0.934545 
 1.388571 1.095349 
 1.230996 0.935247 
 -0.121704 2.159255 
 1.065183 -0.333714 
 1.576541 -0.241964 
 1.422095 -0.303711 
 1.213624 -0.342746 
 -0.104074 0.637612 
 -0.376292 2.164995 
 1.030112 -0.337843 
 2.674428 0.334251 
 1.207118 -0.343403 
 1.737850 -0.206251 
 1.053405 1.369104 
 -0.118899 2.155027 
 -0.741693 2.049126 
 -0.134109 1.232153 
 2.458255 0.203073 
 0.633645 -0.273625 
 1.137352 1.001815 
 -0.020047 2.141198 
 -0.384136 2.164764 
 1.214027 0.939063 
 1.150693 -0.347883 
 1.527541 -0.279530 
 1.282380 -0.334099 
 -1.110907 1.962767 
 1.210619 0.944310 
 -0.180363 2.160557 
 -2.889729 0.886088 
 -0.028065 2.142375 
 1.014983 -0.346484 
 0.626856 1.864224 
 -1.295070 1.895505 
 0.141774 2.124143 
 -3.115747 0.699958 
 1.204993 0.941296 
 1.373117 -0.318073 
 -0.063233 2.147436 
 -0.150953 0.968940 
 1.207618 0.940563 
 1.190509 -0.344948 
 -0.189828 2.138252 
 -0.121063 0.709386 
 1.164467 0.971007 
